0.033333333,0,1
0.033333333,0.05,1
0.033333333,0.1,1
0.033333333,0.15,1
0.033333333,0.2,1
0.033333333,0.25,1
0.033333333,0.3,1
0.033333333,0.35,1
0.033333333,0.4,1
0.033333333,0.45,1
0.033333333,0.5,1
0.033333333,0.55,1
0.033333333,0.6,1
0.033333333,0.65,1
0.033333333,0.7,1
0.033333333,0.75,1
0.033333333,0.8,1
0.033333333,0.85,1
0.033333333,0.9,1
0.033333333,0.95,1
0.066666667,0,0
0.066666667,0.05,0
0.066666667,0.1,0
0.066666667,0.15,0
0.066666667,0.2,0
0.066666667,0.25,0
0.066666667,0.3,0
0.066666667,0.35,0
0.066666667,0.4,0
0.066666667,0.45,0
0.066666667,0.5,0
0.066666667,0.55,0
0.066666667,0.6,0
0.066666667,0.65,0
0.066666667,0.7,1
0.066666667,0.75,1
0.066666667,0.8,1
0.066666667,0.85,1
0.066666667,0.9,1
0.066666667,0.95,1
0.1,0,1
0.1,0.05,1
0.1,0.1,1
0.1,0.15,1
0.1,0.2,1
0.1,0.25,1
0.1,0.3,1
0.1,0.35,1
0.1,0.4,1
0.1,0.45,1
0.1,0.5,1
0.1,0.55,1
0.1,0.6,1
0.1,0.65,1
0.1,0.7,1
0.1,0.75,1
0.1,0.8,1
0.1,0.85,1
0.1,0.9,1
0.1,0.95,1
0.133333333,0,0
0.133333333,0.05,0
0.133333333,0.1,0
0.133333333,0.15,0
0.133333333,0.2,0
0.133333333,0.25,0
0.133333333,0.3,0
0.133333333,0.35,0
0.133333333,0.4,0
0.133333333,0.45,0
0.133333333,0.5,0
0.133333333,0.55,0
0.133333333,0.6,0
0.133333333,0.65,0
0.133333333,0.7,0
0.133333333,0.75,0
0.133333333,0.8,0
0.133333333,0.85,0
0.133333333,0.9,0
0.133333333,0.95,1
0.166666667,0,1
0.166666667,0.05,1
0.166666667,0.1,1
0.166666667,0.15,1
0.166666667,0.2,1
0.166666667,0.25,1
0.166666667,0.3,1
0.166666667,0.35,1
0.166666667,0.4,1
0.166666667,0.45,1
0.166666667,0.5,1
0.166666667,0.55,1
0.166666667,0.6,1
0.166666667,0.65,1
0.166666667,0.7,1
0.166666667,0.75,1
0.166666667,0.8,1
0.166666667,0.85,1
0.166666667,0.9,1
0.166666667,0.95,1
0.2,0,1
0.2,0.05,1
0.2,0.1,1
0.2,0.15,1
0.2,0.2,1
0.2,0.25,1
0.2,0.3,1
0.2,0.35,1
0.2,0.4,1
0.2,0.45,1
0.2,0.5,1
0.2,0.55,1
0.2,0.6,1
0.2,0.65,1
0.2,0.7,1
0.2,0.75,1
0.2,0.8,1
0.2,0.85,1
0.2,0.9,1
0.2,0.95,1
0.233333333,0,1
0.233333333,0.05,1
0.233333333,0.1,1
0.233333333,0.15,1
0.233333333,0.2,1
0.233333333,0.25,1
0.233333333,0.3,1
0.233333333,0.35,1
0.233333333,0.4,1
0.233333333,0.45,1
0.233333333,0.5,1
0.233333333,0.55,1
0.233333333,0.6,1
0.233333333,0.65,1
0.233333333,0.7,1
0.233333333,0.75,1
0.233333333,0.8,1
0.233333333,0.85,1
0.233333333,0.9,1
0.233333333,0.95,1
0.266666667,0,1
0.266666667,0.05,1
0.266666667,0.1,1
